"FIPS","GeoLevel","NAME","Qualified Area Name","Area (Land)","Area (Water)","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Median Household Income (In 2024 Inflation Adjusted Dollars)","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree"
Geo__geoid_,Geo__geo_level_,Geo_NAME,Geo_qname,Geo_AREALAND,Geo_AREAWATER,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14006_001,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008
"53063013300","SL140","Census Tract 133, Spokane County, Washington","Census Tract 133, Spokane County, Washington",203580728,0,3461,3358,0,0,0,0,32,71,123714,2619,142,2477,2062,1079,329,74,20
"53063013401","SL140","Census Tract 134.01, Spokane County, Washington","Census Tract 134.01, Spokane County, Washington",18561302,0,6221,5193,1,7,132,0,190,698,117986,4365,122,4243,3673,2491,1020,403,184
"53063013501","SL140","Census Tract 135.01, Spokane County, Washington","Census Tract 135.01, Spokane County, Washington",41916502,292612,2134,1834,0,0,48,0,79,173,102730,1616,134,1482,1242,427,195,52,25
"53063013502","SL140","Census Tract 135.02, Spokane County, Washington","Census Tract 135.02, Spokane County, Washington",55946542,17671,2380,2130,1,79,110,0,5,55,169063,1865,21,1844,1659,1123,404,143,50
"53063013503","SL140","Census Tract 135.03, Spokane County, Washington","Census Tract 135.03, Spokane County, Washington",52712623,27219,5697,5075,0,26,197,20,38,341,135659,4302,56,4246,3607,2474,1107,376,141
"53063013600","SL140","Census Tract 136, Spokane County, Washington","Census Tract 136, Spokane County, Washington",31929695,0,5322,4392,134,0,188,0,151,457,62177,3437,96,3341,2472,1404,370,14,0
"53063013700","SL140","Census Tract 137, Spokane County, Washington","Census Tract 137, Spokane County, Washington",70970527,627123,4069,2808,197,89,75,274,148,478,76286,2883,253,2630,2049,884,384,109,45
"53063013800","SL140","Census Tract 138, Spokane County, Washington","Census Tract 138, Spokane County, Washington",17154489,0,2931,1997,289,50,61,0,56,478,69917,1215,0,1215,1036,484,154,42,19
"53063013900","SL140","Census Tract 139, Spokane County, Washington","Census Tract 139, Spokane County, Washington",39234225,5740637,5673,4948,204,13,52,9,314,133,87045,4597,194,4403,3352,1570,381,85,32
"53063014001","SL140","Census Tract 140.01, Spokane County, Washington","Census Tract 140.01, Spokane County, Washington",2783956,0,5402,4056,39,73,274,30,323,607,43235,2442,87,2355,1741,844,310,143,117
"53063014002","SL140","Census Tract 140.02, Spokane County, Washington","Census Tract 140.02, Spokane County, Washington",26193504,0,6476,5127,96,128,153,10,231,731,59848,3330,179,3151,2696,1290,514,47,15
"53063014100","SL140","Census Tract 141, Spokane County, Washington","Census Tract 141, Spokane County, Washington",280731602,1465005,7481,6500,148,0,108,0,45,680,97688,4974,246,4728,4175,1944,704,164,71
"53063014200","SL140","Census Tract 142, Spokane County, Washington","Census Tract 142, Spokane County, Washington",645175243,10578675,4063,3599,0,87,20,0,202,155,60776,2738,123,2615,1787,815,255,60,26
"53063014300","SL140","Census Tract 143, Spokane County, Washington","Census Tract 143, Spokane County, Washington",861407574,0,3450,3002,16,44,19,0,46,323,83390,2465,145,2320,1636,657,234,94,42
"53063014400","SL140","Census Tract 144, Spokane County, Washington","Census Tract 144, Spokane County, Washington",6308443,25162,5219,3520,247,93,41,424,393,501,77969,3684,219,3465,2134,688,292,22,10
"53063014500","SL140","Census Tract 145, Spokane County, Washington","Census Tract 145, Spokane County, Washington",7802600,136482,2195,1675,57,68,113,1,110,171,42300,1704,202,1502,835,173,47,32,6
